,area,value,year,item
24,滋賀県,2694242.0,1982.0,GDP
25,京都府,5641375.0,1982.0,GDP
26,大阪府,23441839.0,1982.0,GDP
27,兵庫県,11353051.0,1982.0,GDP
28,奈良県,1841522.0,1982.0,GDP
29,和歌山県,2207076.0,1982.0,GDP
30,鳥取県,1177375.0,1982.0,GDP
31,島根県,1355092.0,1982.0,GDP
32,岡山県,4151794.0,1982.0,GDP
33,広島県,6594059.0,1982.0,GDP
34,山口県,3318550.0,1982.0,GDP
35,徳島県,1473960.0,1982.0,GDP
36,香川県,2129129.0,1982.0,GDP
37,愛媛県,2844724.0,1982.0,GDP
38,高知県,1476730.0,1982.0,GDP
39,福岡県,10328392.0,1982.0,GDP
40,佐賀県,1608334.0,1982.0,GDP
41,長崎県,2632941.0,1982.0,GDP
42,熊本県,3303074.0,1982.0,GDP
43,大分県,2338338.0,1982.0,GDP
44,宮崎県,1890823.0,1982.0,GDP
45,鹿児島県,2937310.0,1982.0,GDP
46,沖縄県,1734018.0,1982.0,GDP
0,北海道,11795633.0,1983.0,GDP
1,青森県,2659991.0,1983.0,GDP
2,岩手県,2510963.0,1983.0,GDP
3,宮城県,4641665.0,1983.0,GDP
4,秋田県,2290014.0,1983.0,GDP
5,山形県,2426192.0,1983.0,GDP
6,福島県,4319935.0,1983.0,GDP
7,茨城県,5950286.0,1983.0,GDP
8,栃木県,4569453.0,1983.0,GDP
9,群馬県,4370637.0,1983.0,GDP
10,埼玉県,10012259.0,1983.0,GDP
11,千葉県,9368050.0,1983.0,GDP
12,東京都,49789885.0,1983.0,GDP
13,神奈川県,17579792.0,1983.0,GDP
14,新潟県,5387820.0,1983.0,GDP
15,富山県,2759966.0,1983.0,GDP
16,石川県,2518571.0,1983.0,GDP
17,福井県,1920562.0,1983.0,GDP
18,山梨県,1685640.0,1983.0,GDP
19,長野県,4655320.0,1983.0,GDP
20,岐阜県,4240133.0,1983.0,GDP
21,静岡県,8643181.0,1983.0,GDP
22,愛知県,18892497.0,1983.0,GDP
23,三重県,3808628.0,1983.0,GDP
24,滋賀県,2856085.0,1983.0,GDP
25,京都府,5866465.0,1983.0,GDP
26,大阪府,24131152.0,1983.0,GDP
27,兵庫県,11981501.0,1983.0,GDP
28,奈良県,1961685.0,1983.0,GDP
29,和歌山県,2064878.0,1983.0,GDP
30,鳥取県,1225959.0,1983.0,GDP
31,島根県,1380797.0,1983.0,GDP
32,岡山県,4396943.0,1983.0,GDP
33,広島県,6833819.0,1983.0,GDP
34,山口県,3645783.0,1983.0,GDP
35,徳島県,1565906.0,1983.0,GDP
36,香川県,2176853.0,1983.0,GDP
37,愛媛県,2925564.0,1983.0,GDP
38,高知県,1499602.0,1983.0,GDP
39,福岡県,10417380.0,1983.0,GDP
40,佐賀県,1654609.0,1983.0,GDP
41,長崎県,2725653.0,1983.0,GDP
42,熊本県,3472687.0,1983.0,GDP
43,大分県,2468658.0,1983.0,GDP
44,宮崎県,1917463.0,1983.0,GDP
45,鹿児島県,3064625.0,1983.0,GDP
46,沖縄県,1851030.0,1983.0,GDP
0,北海道,12369810.0,1984.0,GDP
1,青森県,2813997.0,1984.0,GDP
2,岩手県,2723667.0,1984.0,GDP
3,宮城県,4880801.0,1984.0,GDP
4,秋田県,2425222.0,1984.0,GDP
5,山形県,2558593.0,1984.0,GDP
6,福島県,4653828.0,1984.0,GDP
7,茨城県,6479627.0,1984.0,GDP
8,栃木県,4821694.0,1984.0,GDP
9,群馬県,4902213.0,1984.0,GDP
10,埼玉県,10934071.0,1984.0,GDP
11,千葉県,9930695.0,1984.0,GDP
12,東京都,53196336.0,1984.0,GDP
13,神奈川県,18024863.0,1984.0,GDP
14,新潟県,5709226.0,1984.0,GDP
15,富山県,2846846.0,1984.0,GDP
16,石川県,2657385.0,1984.0,GDP
17,福井県,1999376.0,1984.0,GDP
18,山梨県,1893855.0,1984.0,GDP
19,長野県,5077890.0,1984.0,GDP
20,岐阜県,4478949.0,1984.0,GDP
21,静岡県,9278574.0,1984.0,GDP
22,愛知県,19922076.0,1984.0,GDP
23,三重県,4023626.0,1984.0,GDP
24,滋賀県,3072504.0,1984.0,GDP
25,京都府,6188185.0,1984.0,GDP
26,大阪府,25158540.0,1984.0,GDP
27,兵庫県,12793402.0,1984.0,GDP
28,奈良県,2080756.0,1984.0,GDP
29,和歌山県,2236242.0,1984.0,GDP
30,鳥取県,1305226.0,1984.0,GDP
31,島根県,1633825.0,1984.0,GDP
32,岡山県,4784315.0,1984.0,GDP
33,広島県,7222879.0,1984.0,GDP
34,山口県,3795110.0,1984.0,GDP
35,徳島県,1626851.0,1984.0,GDP
36,香川県,2225278.0,1984.0,GDP
37,愛媛県,3144447.0,1984.0,GDP
38,高知県,1570428.0,1984.0,GDP
39,福岡県,10737867.0,1984.0,GDP
40,佐賀県,1726529.0,1984.0,GDP
41,長崎県,2852055.0,1984.0,GDP
42,熊本県,3710157.0,1984.0,GDP
43,大分県,2642985.0,1984.0,GDP
44,宮崎県,2036093.0,1984.0,GDP
45,鹿児島県,3283666.0,1984.0,GDP
46,沖縄県,1987400.0,1984.0,GDP
0,北海道,13181726.0,1985.0,GDP
1,青森県,2998449.0,1985.0,GDP
2,岩手県,2872807.0,1985.0,GDP
3,宮城県,5253963.0,1985.0,GDP
4,秋田県,2558048.0,1985.0,GDP
5,山形県,2728879.0,1985.0,GDP
6,福島県,4900113.0,1985.0,GDP
7,茨城県,7219662.0,1985.0,GDP
8,栃木県,5117073.0,1985.0,GDP
9,群馬県,5082286.0,1985.0,GDP
10,埼玉県,11890473.0,1985.0,GDP
11,千葉県,11021074.0,1985.0,GDP
12,東京都,57356852.0,1985.0,GDP
13,神奈川県,19640288.0,1985.0,GDP
14,新潟県,6151927.0,1985.0,GDP
15,富山県,3014682.0,1985.0,GDP
16,石川県,2851508.0,1985.0,GDP
17,福井県,2185010.0,1985.0,GDP
18,山梨県,2147014.0,1985.0,GDP
19,長野県,5310925.0,1985.0,GDP
20,岐阜県,4749017.0,1985.0,GDP
21,静岡県,9941780.0,1985.0,GDP
22,愛知県,21559045.0,1985.0,GDP
23,三重県,4263107.0,1985.0,GDP
24,滋賀県,3355589.0,1985.0,GDP
25,京都府,6850882.0,1985.0,GDP
26,大阪府,26161936.0,1985.0,GDP
27,兵庫県,13232085.0,1985.0,GDP
28,奈良県,2260210.0,1985.0,GDP
29,和歌山県,2400507.0,1985.0,GDP
30,鳥取県,1376902.0,1985.0,GDP
31,島根県,1598969.0,1985.0,GDP
32,岡山県,5064280.0,1985.0,GDP
33,広島県,7540219.0,1985.0,GDP
34,山口県,3961748.0,1985.0,GDP
35,徳島県,1635518.0,1985.0,GDP
36,香川県,2367068.0,1985.0,GDP
37,愛媛県,3268982.0,1985.0,GDP
38,高知県,1632690.0,1985.0,GDP
39,福岡県,11185380.0,1985.0,GDP
40,佐賀県,1815052.0,1985.0,GDP
41,長崎県,2985373.0,1985.0,GDP
42,熊本県,3883432.0,1985.0,GDP
43,大分県,2682470.0,1985.0,GDP
44,宮崎県,2131645.0,1985.0,GDP
45,鹿児島県,3440130.0,1985.0,GDP
46,沖縄県,2149993.0,1985.0,GDP
0,北海道,13645535.0,1986.0,GDP
1,青森県,3037300.0,1986.0,GDP
2,岩手県,2978666.0,1986.0,GDP
3,宮城県,5516147.0,1986.0,GDP
4,秋田県,2637559.0,1986.0,GDP
5,山形県,2826885.0,1986.0,GDP
6,福島県,5124586.0,1986.0,GDP
7,茨城県,7604101.0,1986.0,GDP
8,栃木県,5401590.0,1986.0,GDP
9,群馬県,5129974.0,1986.0,GDP
10,埼玉県,12461657.0,1986.0,GDP
11,千葉県,11707066.0,1986.0,GDP
12,東京都,61719319.0,1986.0,GDP
13,神奈川県,20608013.0,1986.0,GDP
14,新潟県,6384019.0,1986.0,GDP
15,富山県,3147041.0,1986.0,GDP
16,石川県,2920163.0,1986.0,GDP
17,福井県,2245240.0,1986.0,GDP
18,山梨県,2143650.0,1986.0,GDP
19,長野県,5374999.0,1986.0,GDP
20,岐阜県,4927348.0,1986.0,GDP
21,静岡県,10542573.0,1986.0,GDP
22,愛知県,22462672.0,1986.0,GDP
23,三重県,4437668.0,1986.0,GDP
24,滋賀県,3529964.0,1986.0,GDP
25,京都府,7112131.0,1986.0,GDP
26,大阪府,27369050.0,1986.0,GDP
27,兵庫県,13581806.0,1986.0,GDP
28,奈良県,2320388.0,1986.0,GDP
29,和歌山県,2397217.0,1986.0,GDP
30,鳥取県,1480960.0,1986.0,GDP
31,島根県,1658054.0,1986.0,GDP
32,岡山県,5409892.0,1986.0,GDP
33,広島県,7849190.0,1986.0,GDP
34,山口県,4032372.0,1986.0,GDP
35,徳島県,1703162.0,1986.0,GDP
36,香川県,2531921.0,1986.0,GDP
37,愛媛県,3368582.0,1986.0,GDP
38,高知県,1682316.0,1986.0,GDP
39,福岡県,11607876.0,1986.0,GDP
40,佐賀県,1892887.0,1986.0,GDP
41,長崎県,3046616.0,1986.0,GDP
42,熊本県,4015048.0,1986.0,GDP
43,大分県,2811700.0,1986.0,GDP
44,宮崎県,2242861.0,1986.0,GDP
45,鹿児島県,3580564.0,1986.0,GDP
46,沖縄県,2287261.0,1986.0,GDP
0,北海道,14338795.0,1987.0,GDP
1,青森県,3149434.0,1987.0,GDP
2,岩手県,3181671.0,1987.0,GDP
3,宮城県,5797516.0,1987.0,GDP
4,秋田県,2736004.0,1987.0,GDP
5,山形県,2935510.0,1987.0,GDP
6,福島県,5331430.0,1987.0,GDP
7,茨城県,7563551.0,1987.0,GDP
8,栃木県,5686942.0,1987.0,GDP
9,群馬県,5496403.0,1987.0,GDP
10,埼玉県,13596484.0,1987.0,GDP
11,千葉県,12435396.0,1987.0,GDP
12,東京都,66212489.0,1987.0,GDP
13,神奈川県,22337701.0,1987.0,GDP
14,新潟県,6609848.0,1987.0,GDP
15,富山県,3310030.0,1987.0,GDP
16,石川県,3162646.0,1987.0,GDP
17,福井県,2389722.0,1987.0,GDP
18,山梨県,2304397.0,1987.0,GDP
19,長野県,5585782.0,1987.0,GDP
20,岐阜県,5259528.0,1987.0,GDP
21,静岡県,11007331.0,1987.0,GDP
22,愛知県,24133560.0,1987.0,GDP
23,三重県,4650948.0,1987.0,GDP
24,滋賀県,3691079.0,1987.0,GDP
25,京都府,7429676.0,1987.0,GDP
26,大阪府,28756376.0,1987.0,GDP
27,兵庫県,14490733.0,1987.0,GDP
28,奈良県,2534730.0,1987.0,GDP
29,和歌山県,2460013.0,1987.0,GDP
30,鳥取県,1580985.0,1987.0,GDP
31,島根県,1743309.0,1987.0,GDP
32,岡山県,5515419.0,1987.0,GDP
33,広島県,8147813.0,1987.0,GDP
34,山口県,4316025.0,1987.0,GDP
35,徳島県,1804857.0,1987.0,GDP
36,香川県,2555652.0,1987.0,GDP
37,愛媛県,3431956.0,1987.0,GDP
38,高知県,1749139.0,1987.0,GDP
39,福岡県,12231782.0,1987.0,GDP
40,佐賀県,1948646.0,1987.0,GDP
41,長崎県,3176443.0,1987.0,GDP
42,熊本県,4189693.0,1987.0,GDP
43,大分県,2970065.0,1987.0,GDP
44,宮崎県,2372532.0,1987.0,GDP
45,鹿児島県,3682315.0,1987.0,GDP
46,沖縄県,2397477.0,1987.0,GDP
0,北海道,15016629.0,1988.0,GDP
1,青森県,3293260.0,1988.0,GDP
2,岩手県,3259853.0,1988.0,GDP
3,宮城県,6112865.0,1988.0,GDP
4,秋田県,2841260.0,1988.0,GDP
5,山形県,3117418.0,1988.0,GDP
6,福島県,5669750.0,1988.0,GDP
7,茨城県,8309536.0,1988.0,GDP
8,栃木県,6121282.0,1988.0,GDP
9,群馬県,6072307.0,1988.0,GDP
10,埼玉県,14981917.0,1988.0,GDP
11,千葉県,13607735.0,1988.0,GDP
12,東京都,72112630.0,1988.0,GDP
13,神奈川県,23527275.0,1988.0,GDP
14,新潟県,6999957.0,1988.0,GDP
15,富山県,3530668.0,1988.0,GDP
16,石川県,3427608.0,1988.0,GDP
17,福井県,2492154.0,1988.0,GDP
18,山梨県,2449877.0,1988.0,GDP
19,長野県,6006634.0,1988.0,GDP
20,岐阜県,5622114.0,1988.0,GDP
21,静岡県,11894095.0,1988.0,GDP
22,愛知県,26044049.0,1988.0,GDP
23,三重県,5025499.0,1988.0,GDP
24,滋賀県,4119503.0,1988.0,GDP
25,京都府,7795514.0,1988.0,GDP
26,大阪府,31536855.0,1988.0,GDP
27,兵庫県,15867541.0,1988.0,GDP
28,奈良県,2735676.0,1988.0,GDP
29,和歌山県,2581227.0,1988.0,GDP
30,鳥取県,1635175.0,1988.0,GDP
31,島根県,1858631.0,1988.0,GDP
32,岡山県,5925718.0,1988.0,GDP
33,広島県,8852957.0,1988.0,GDP
34,山口県,4581872.0,1988.0,GDP
35,徳島県,1949104.0,1988.0,GDP
36,香川県,2739996.0,1988.0,GDP
37,愛媛県,3649937.0,1988.0,GDP
38,高知県,1825573.0,1988.0,GDP
39,福岡県,13049801.0,1988.0,GDP
40,佐賀県,2048341.0,1988.0,GDP
41,長崎県,3270071.0,1988.0,GDP
42,熊本県,4437693.0,1988.0,GDP
43,大分県,3196756.0,1988.0,GDP
44,宮崎県,2463842.0,1988.0,GDP
45,鹿児島県,3840961.0,1988.0,GDP
46,沖縄県,2493270.0,1988.0,GDP
0,北海道,15902053.0,1989.0,GDP
1,青森県,3545780.0,1989.0,GDP
2,岩手県,3551997.0,1989.0,GDP
3,宮城県,6609286.0,1989.0,GDP
4,秋田県,3001808.0,1989.0,GDP
5,山形県,3282909.0,1989.0,GDP
6,福島県,6167803.0,1989.0,GDP
7,茨城県,8820286.0,1989.0,GDP
8,栃木県,6664697.0,1989.0,GDP
9,群馬県,6352072.0,1989.0,GDP
10,埼玉県,16133636.0,1989.0,GDP
11,千葉県,14768830.0,1989.0,GDP
12,東京都,79080148.0,1989.0,GDP
13,神奈川県,25399297.0,1989.0,GDP
14,新潟県,7374786.0,1989.0,GDP
15,富山県,3742114.0,1989.0,GDP
16,石川県,3653000.0,1989.0,GDP
17,福井県,2611821.0,1989.0,GDP
18,山梨県,2676702.0,1989.0,GDP
19,長野県,6379950.0,1989.0,GDP
20,岐阜県,5958203.0,1989.0,GDP
21,静岡県,12745542.0,1989.0,GDP
22,愛知県,28045212.0,1989.0,GDP
23,三重県,5426947.0,1989.0,GDP
24,滋賀県,4482016.0,1989.0,GDP
25,京都府,8100700.0,1989.0,GDP
26,大阪府,32737871.0,1989.0,GDP
27,兵庫県,16921668.0,1989.0,GDP
28,奈良県,2962951.0,1989.0,GDP
29,和歌山県,2676186.0,1989.0,GDP
30,鳥取県,1723870.0,1989.0,GDP
31,島根県,1958629.0,1989.0,GDP
32,岡山県,6226695.0,1989.0,GDP
33,広島県,9550409.0,1989.0,GDP
34,山口県,4756426.0,1989.0,GDP
35,徳島県,2105144.0,1989.0,GDP
36,香川県,3004111.0,1989.0,GDP
37,愛媛県,3912518.0,1989.0,GDP
38,高知県,1914825.0,1989.0,GDP
39,福岡県,13844691.0,1989.0,GDP
40,佐賀県,2166822.0,1989.0,GDP
41,長崎県,3596320.0,1989.0,GDP
42,熊本県,4728654.0,1989.0,GDP
43,大分県,3503204.0,1989.0,GDP
44,宮崎県,2612231.0,1989.0,GDP
45,鹿児島県,4048676.0,1989.0,GDP
46,沖縄県,2695197.0,1989.0,GDP
0,北海道,16935615.0,1990.0,GDP
1,青森県,3756040.0,1990.0,GDP
2,岩手県,3784737.0,1990.0,GDP
3,宮城県,7159054.0,1990.0,GDP
4,秋田県,3243970.0,1990.0,GDP
5,山形県,3537663.0,1990.0,GDP
6,福島県,6546794.0,1990.0,GDP
7,茨城県,9862776.0,1990.0,GDP
8,栃木県,7178637.0,1990.0,GDP
9,群馬県,6775272.0,1990.0,GDP
10,埼玉県,17603884.0,1990.0,GDP
11,千葉県,16040431.0,1990.0,GDP
12,東京都,84406722.0,1990.0,GDP
13,神奈川県,28179055.0,1990.0,GDP
14,新潟県,8002749.0,1990.0,GDP
15,富山県,4036092.0,1990.0,GDP
16,石川県,3993696.0,1990.0,GDP
17,福井県,2775450.0,1990.0,GDP
18,山梨県,2845427.0,1990.0,GDP
19,長野県,6964970.0,1990.0,GDP
20,岐阜県,6379431.0,1990.0,GDP
21,静岡県,13435296.0,1990.0,GDP
22,愛知県,30459442.0,1990.0,GDP
23,三重県,5831999.0,1990.0,GDP
24,滋賀県,4849136.0,1990.0,GDP
25,京都府,8587647.0,1990.0,GDP
26,大阪府,36523862.0,1990.0,GDP
27,兵庫県,18290873.0,1990.0,GDP
28,奈良県,3243709.0,1990.0,GDP
29,和歌山県,2836045.0,1990.0,GDP
30,鳥取県,1831397.0,1990.0,GDP
31,島根県,2064642.0,1990.0,GDP
32,岡山県,6646943.0,1990.0,GDP
33,広島県,10243503.0,1990.0,GDP
34,山口県,5021092.0,1990.0,GDP
35,徳島県,2219886.0,1990.0,GDP
36,香川県,3253858.0,1990.0,GDP
37,愛媛県,4148318.0,1990.0,GDP
38,高知県,2020431.0,1990.0,GDP
39,福岡県,14945483.0,1990.0,GDP
40,佐賀県,2278105.0,1990.0,GDP
41,長崎県,3883503.0,1990.0,GDP
42,熊本県,5079523.0,1990.0,GDP
43,大分県,3640571.0,1990.0,GDP
44,宮崎県,2780855.0,1990.0,GDP
45,鹿児島県,4316730.0,1990.0,GDP
46,沖縄県,2810883.0,1990.0,GDP
0,北海道,17986014.0,1991.0,GDP
1,青森県,3884617.0,1991.0,GDP
2,岩手県,3960517.0,1991.0,GDP
3,宮城県,7677475.0,1991.0,GDP
4,秋田県,3419186.0,1991.0,GDP
5,山形県,3674088.0,1991.0,GDP
6,福島県,6996182.0,1991.0,GDP
7,茨城県,10386660.0,1991.0,GDP
8,栃木県,7430523.0,1991.0,GDP
9,群馬県,7281162.0,1991.0,GDP
10,埼玉県,18597612.0,1991.0,GDP
11,千葉県,17077118.0,1991.0,GDP
12,東京都,85564400.0,1991.0,GDP
13,神奈川県,29140566.0,1991.0,GDP
14,新潟県,8561085.0,1991.0,GDP
15,富山県,4228051.0,1991.0,GDP
16,石川県,4173289.0,1991.0,GDP
17,福井県,2926275.0,1991.0,GDP
18,山梨県,2960975.0,1991.0,GDP
19,長野県,7265808.0,1991.0,GDP
20,岐阜県,6664421.0,1991.0,GDP
21,静岡県,14343618.0,1991.0,GDP
22,愛知県,32277277.0,1991.0,GDP
23,三重県,6108501.0,1991.0,GDP
24,滋賀県,5326858.0,1991.0,GDP
25,京都府,9235964.0,1991.0,GDP
26,大阪府,38984957.0,1991.0,GDP
27,兵庫県,19261078.0,1991.0,GDP
28,奈良県,3319291.0,1991.0,GDP
29,和歌山県,3016622.0,1991.0,GDP
30,鳥取県,1914641.0,1991.0,GDP
31,島根県,2172490.0,1991.0,GDP
32,岡山県,7047109.0,1991.0,GDP
33,広島県,10786399.0,1991.0,GDP
34,山口県,5293574.0,1991.0,GDP
35,徳島県,2330364.0,1991.0,GDP
36,香川県,3475518.0,1991.0,GDP
37,愛媛県,4287520.0,1991.0,GDP
38,高知県,2129426.0,1991.0,GDP
39,福岡県,15640957.0,1991.0,GDP
40,佐賀県,2394861.0,1991.0,GDP
41,長崎県,3981539.0,1991.0,GDP
42,熊本県,5287705.0,1991.0,GDP
43,大分県,3870085.0,1991.0,GDP
44,宮崎県,2885646.0,1991.0,GDP
45,鹿児島県,4505315.0,1991.0,GDP
46,沖縄県,2955156.0,1991.0,GDP
0,北海道,18419899.0,1992.0,GDP
1,青森県,4069218.0,1992.0,GDP
2,岩手県,4136325.0,1992.0,GDP
3,宮城県,7894845.0,1992.0,GDP
4,秋田県,3451167.0,1992.0,GDP
5,山形県,3749152.0,1992.0,GDP
6,福島県,7134772.0,1992.0,GDP
7,茨城県,10334537.0,1992.0,GDP
8,栃木県,7435139.0,1992.0,GDP
9,群馬県,7297530.0,1992.0,GDP
10,埼玉県,19255761.0,1992.0,GDP
11,千葉県,17352168.0,1992.0,GDP
12,東京都,84722426.0,1992.0,GDP
13,神奈川県,29063791.0,1992.0,GDP
14,新潟県,8742634.0,1992.0,GDP
15,富山県,4260800.0,1992.0,GDP
16,石川県,4173921.0,1992.0,GDP
17,福井県,3035697.0,1992.0,GDP
18,山梨県,2938318.0,1992.0,GDP
19,長野県,7366635.0,1992.0,GDP
20,岐阜県,6838768.0,1992.0,GDP
21,静岡県,14246344.0,1992.0,GDP
22,愛知県,32009243.0,1992.0,GDP
23,三重県,6130039.0,1992.0,GDP
24,滋賀県,5338535.0,1992.0,GDP
25,京都府,9284845.0,1992.0,GDP
26,大阪府,40038413.0,1992.0,GDP
27,兵庫県,19562236.0,1992.0,GDP
28,奈良県,3329447.0,1992.0,GDP
29,和歌山県,3035275.0,1992.0,GDP
30,鳥取県,1944614.0,1992.0,GDP
31,島根県,2215110.0,1992.0,GDP
32,岡山県,7183351.0,1992.0,GDP
33,広島県,10966714.0,1992.0,GDP
34,山口県,5573927.0,1992.0,GDP
35,徳島県,2388897.0,1992.0,GDP
36,香川県,3548448.0,1992.0,GDP
37,愛媛県,4426137.0,1992.0,GDP
38,高知県,2205458.0,1992.0,GDP
39,福岡県,16104106.0,1992.0,GDP
40,佐賀県,2570912.0,1992.0,GDP
41,長崎県,4247201.0,1992.0,GDP
42,熊本県,5384136.0,1992.0,GDP
43,大分県,3955435.0,1992.0,GDP
44,宮崎県,3026521.0,1992.0,GDP
45,鹿児島県,4605354.0,1992.0,GDP
46,沖縄県,3032789.0,1992.0,GDP
0,北海道,19017649.0,1993.0,GDP
1,青森県,4114141.0,1993.0,GDP
2,岩手県,4215235.0,1993.0,GDP
3,宮城県,8003454.0,1993.0,GDP
4,秋田県,3597385.0,1993.0,GDP
5,山形県,3799744.0,1993.0,GDP
6,福島県,7113565.0,1993.0,GDP
7,茨城県,10468963.0,1993.0,GDP
8,栃木県,7599557.0,1993.0,GDP
9,群馬県,7329866.0,1993.0,GDP
10,埼玉県,19192366.0,1993.0,GDP
11,千葉県,17395699.0,1993.0,GDP
12,東京都,84141622.0,1993.0,GDP
13,神奈川県,29121130.0,1993.0,GDP
14,新潟県,8982885.0,1993.0,GDP
15,富山県,4320472.0,1993.0,GDP
16,石川県,4265842.0,1993.0,GDP
17,福井県,3090515.0,1993.0,GDP
18,山梨県,2958283.0,1993.0,GDP
19,長野県,7390866.0,1993.0,GDP
20,岐阜県,6991108.0,1993.0,GDP
21,静岡県,14194809.0,1993.0,GDP
22,愛知県,31470482.0,1993.0,GDP
23,三重県,6125588.0,1993.0,GDP
24,滋賀県,5316339.0,1993.0,GDP
25,京都府,9420424.0,1993.0,GDP
26,大阪府,39512803.0,1993.0,GDP
27,兵庫県,20006557.0,1993.0,GDP
28,奈良県,3411713.0,1993.0,GDP
29,和歌山県,3176921.0,1993.0,GDP
30,鳥取県,1961659.0,1993.0,GDP
31,島根県,2227304.0,1993.0,GDP
32,岡山県,7142479.0,1993.0,GDP
33,広島県,10819709.0,1993.0,GDP
34,山口県,5446365.0,1993.0,GDP
35,徳島県,2422441.0,1993.0,GDP
36,香川県,3602959.0,1993.0,GDP
37,愛媛県,4611442.0,1993.0,GDP
38,高知県,2281951.0,1993.0,GDP
39,福岡県,16453220.0,1993.0,GDP
40,佐賀県,2653705.0,1993.0,GDP
41,長崎県,4318393.0,1993.0,GDP
42,熊本県,5437572.0,1993.0,GDP
43,大分県,4047610.0,1993.0,GDP
44,宮崎県,3099059.0,1993.0,GDP
45,鹿児島県,4703358.0,1993.0,GDP
46,沖縄県,3153376.0,1993.0,GDP
0,北海道,19380678.0,1994.0,GDP
1,青森県,4362984.0,1994.0,GDP
2,岩手県,4443996.0,1994.0,GDP
3,宮城県,8262689.0,1994.0,GDP
4,秋田県,3739045.0,1994.0,GDP
5,山形県,3878568.0,1994.0,GDP
6,福島県,7334097.0,1994.0,GDP
7,茨城県,10991810.0,1994.0,GDP
8,栃木県,7624465.0,1994.0,GDP
9,群馬県,7530461.0,1994.0,GDP
10,埼玉県,19310231.0,1994.0,GDP
11,千葉県,18033272.0,1994.0,GDP
12,東京都,83100569.0,1994.0,GDP
13,神奈川県,29344820.0,1994.0,GDP
14,新潟県,9176692.0,1994.0,GDP
15,富山県,4338763.0,1994.0,GDP
16,石川県,4292260.0,1994.0,GDP
17,福井県,3170355.0,1994.0,GDP
18,山梨県,3040204.0,1994.0,GDP
19,長野県,7590731.0,1994.0,GDP
20,岐阜県,6962662.0,1994.0,GDP
21,静岡県,14452969.0,1994.0,GDP
22,愛知県,31606316.0,1994.0,GDP
23,三重県,6182676.0,1994.0,GDP
24,滋賀県,5403193.0,1994.0,GDP
25,京都府,9442853.0,1994.0,GDP
26,大阪府,39283920.0,1994.0,GDP
27,兵庫県,19297581.0,1994.0,GDP
28,奈良県,3537703.0,1994.0,GDP
29,和歌山県,3138944.0,1994.0,GDP
30,鳥取県,2032359.0,1994.0,GDP
31,島根県,2286417.0,1994.0,GDP
32,岡山県,7183488.0,1994.0,GDP
33,広島県,10780320.0,1994.0,GDP
34,山口県,5498760.0,1994.0,GDP
35,徳島県,2477261.0,1994.0,GDP
36,香川県,3642145.0,1994.0,GDP
37,愛媛県,4788744.0,1994.0,GDP
38,高知県,2346169.0,1994.0,GDP
39,福岡県,16858783.0,1994.0,GDP
40,佐賀県,2697414.0,1994.0,GDP
41,長崎県,4379643.0,1994.0,GDP
42,熊本県,5585825.0,1994.0,GDP
43,大分県,4134449.0,1994.0,GDP
44,宮崎県,3211582.0,1994.0,GDP
45,鹿児島県,4897119.0,1994.0,GDP
46,沖縄県,3195873.0,1994.0,GDP
0,北海道,19700725.0,1995.0,GDP
1,青森県,4447148.0,1995.0,GDP
2,岩手県,4530638.0,1995.0,GDP
3,宮城県,8330796.0,1995.0,GDP
4,秋田県,3788711.0,1995.0,GDP
5,山形県,3941570.0,1995.0,GDP
6,福島県,7589680.0,1995.0,GDP
7,茨城県,10891475.0,1995.0,GDP
8,栃木県,7902196.0,1995.0,GDP
9,群馬県,7664962.0,1995.0,GDP
10,埼玉県,19400020.0,1995.0,GDP
11,千葉県,17942912.0,1995.0,GDP
12,東京都,84122248.0,1995.0,GDP
13,神奈川県,29753000.0,1995.0,GDP
14,新潟県,9336792.0,1995.0,GDP
15,富山県,4380567.0,1995.0,GDP
16,石川県,4429492.0,1995.0,GDP
17,福井県,3130573.0,1995.0,GDP
18,山梨県,3114597.0,1995.0,GDP
19,長野県,7962525.0,1995.0,GDP
20,岐阜県,7082827.0,1995.0,GDP
21,静岡県,14593949.0,1995.0,GDP
22,愛知県,32416630.0,1995.0,GDP
23,三重県,6253352.0,1995.0,GDP
24,滋賀県,5556885.0,1995.0,GDP
25,京都府,9454781.0,1995.0,GDP
26,大阪府,40125424.0,1995.0,GDP
27,兵庫県,20637794.0,1995.0,GDP
28,奈良県,3574199.0,1995.0,GDP
29,和歌山県,3143022.0,1995.0,GDP
30,鳥取県,2064702.0,1995.0,GDP
31,島根県,2291806.0,1995.0,GDP
32,岡山県,7358881.0,1995.0,GDP
33,広島県,10963361.0,1995.0,GDP
34,山口県,5558927.0,1995.0,GDP
35,徳島県,2551537.0,1995.0,GDP
36,香川県,3723169.0,1995.0,GDP
37,愛媛県,4845308.0,1995.0,GDP
38,高知県,2347587.0,1995.0,GDP
39,福岡県,16789536.0,1995.0,GDP
40,佐賀県,2794486.0,1995.0,GDP
41,長崎県,4459432.0,1995.0,GDP
42,熊本県,5636819.0,1995.0,GDP
43,大分県,4204906.0,1995.0,GDP
44,宮崎県,3222331.0,1995.0,GDP
45,鹿児島県,4964388.0,1995.0,GDP
46,沖縄県,3251307.0,1995.0,GDP
0,北海道,20135724.0,1996.0,GDP
1,青森県,4565488.0,1996.0,GDP
2,岩手県,4734725.0,1996.0,GDP
3,宮城県,8737369.0,1996.0,GDP
